beta_I,beta_FR,phi0,theta_N,alpha,gamma_comm,delta_C,phi_obs,R0
0.7949839,1.1607616,0.36641212,0.02851983,0.022622203,0.01921619,0.089272241,0.6447684,2.0653914
0.88670734,2.1667857,0.40495417,0.054248528,0.06718293,0.022851482,0.031772025,1.2498169,2.32746
0.89687892,2.0540544,0.36717654,0.054196705,0.087536764,0.013353435,0.033675998,1.5869779,2.2786725
0.86422017,1.9965155,0.40014923,0.042200634,0.035021565,0.06800288,0.04947603,1.6973475,2.2977999
0.87373141,1.7396349,0.39616152,0.039560761,0.043844855,0.011668572,0.075061071,1.1941525,2.3033264
0.85561638,1.5932433,0.39920177,0.042498949,0.027410866,0.039488681,0.039064322,0.79242141,2.2432539
0.91017245,1.8377478,0.44122113,0.045100464,0.038181845,0.061719909,0.044260475,1.8246252,2.4551886
0.7553783,1.6826903,0.35622601,0.033308205,0.034574121,0.0059814348,0.074287325,0.6440288,1.9763336
0.87989875,0.98398387,0.46669267,0.04275622,0.046290981,0.066846157,0.020349037,0.80546256,2.3515522
0.94826319,1.0668847,0.43158493,0.03597901,0.052339162,0.018040342,0.069413795,1.4376016,2.5013597
0.76583156,1.6690162,0.39176808,0.040602656,0.047555963,0.012478971,0.025997238,0.89267401,2.031445
0.79601832,1.3821682,0.43583986,0.041423275,0.045863659,0.035673041,0.085173051,0.6883421,2.143555
0.76716869,1.9051333,0.34908769,0.039828773,0.045062434,0.015109388,0.034785057,0.57768431,1.9874367
0.72535961,1.3715133,0.3750219,0.043315979,0.023905749,0.036590504,0.066870036,0.57069879,1.8829211
0.74682931,1.5729983,0.3370464,0.035989402,0.059799523,0.022452447,0.067185201,0.86898826,1.9132108
0.93051638,1.706777,0.48507805,0.042205004,0.032139809,0.017932009,0.04380387,0.66822221,2.5841303
0.86298586,1.8435249,0.48159941,0.04225498,0.04435715,0.017861867,0.11053481,1.1015819,2.4247275
0.87897021,1.7526862,0.48311151,0.038345173,0.029194517,0.019762622,0.11017041,1.1127894,2.4754262
0.80026092,1.9882267,0.34915359,0.032788776,0.057162813,0.0069790543,0.033215324,1.1820879,2.0913368
0.92535542,1.1536342,0.43603248,0.049741383,0.01051523,0.058143582,0.086105495,0.9226599,2.4033622
0.8066738,1.1541893,0.40924577,0.032405574,0.013317616,0.027422493,0.052614627,0.52819264,2.1431465
0.86490047,2.1309781,0.37485338,0.029715265,0.018303625,0.016652139,0.021624445,1.3158375,2.3110105
0.90174285,1.7261575,0.37571818,0.030801678,0.047526106,0.022264335,0.019107125,0.97462688,2.366523
0.92235648,1.8235351,0.44650061,0.045420967,0.033825144,0.019435655,0.026529667,0.76944165,2.4913452
0.84422981,1.3664808,0.39853591,0.034889399,0.047095515,0.028211479,0.026997318,0.83228678,2.2252278
0.86101646,1.4585733,0.39888366,0.043078006,0.028301747,0.017408422,0.040523459,1.0473059,2.2431315
0.798358,1.4491703,0.32924137,0.041995399,0.03325378,0.037064158,0.099382709,0.77355077,1.9965155
0.87724665,1.5703387,0.44470829,0.041968842,0.059190764,0.0248985,0.028053065,0.95748383,2.3698826
0.78221294,1.7213236,0.35255092,0.049468232,0.057080131,0.040785621,0.029881892,1.4950529,1.9880823
0.91228967,1.8266223,0.37679616,0.034371523,0.049742064,0.023717713,0.031603793,0.85271218,2.3869313
0.84735917,1.3494725,0.41352715,0.046437013,0.011174256,0.019064593,0.043177996,0.51899865,2.2125932
0.9597613,1.3074701,0.4299866,0.045850172,0.014401496,0.019272793,0.04709889,1.0976448,2.5051719
0.978234,1.2988344,0.41937179,0.035540066,0.019144073,0.038976651,0.024447231,1.123635,2.5754661
0.97303978,1.2114813,0.39141701,0.047099766,0.032138797,0.014755974,0.055722201,1.3088498,2.4619255
0.83888382,1.8333042,0.42817622,0.028755485,0.046349783,0.021780482,0.067628154,2.2879731,2.3269005
0.84232602,1.371353,0.36128236,0.048259131,0.032135118,0.015906445,0.047293232,0.36723935,2.1201341
0.83772766,1.9075936,0.43217345,0.035875195,0.070709074,0.0099771052,0.021343694,1.9167354,2.3083483
0.93133876,1.9330304,0.41775495,0.029299644,0.083083659,0.011262212,0.079508732,2.7054013,2.5410591
0.90338641,1.288725,0.37506761,0.045816314,0.047582554,0.010321108,0.049683065,0.96012406,2.284057
0.8374253,1.9568762,0.42371793,0.036498708,0.033277763,0.044979115,0.059384413,1.4000825,2.2944024
0.83337649,1.6406655,0.40947465,0.03705088,0.01545437,0.019384455,0.11198405,1.1950013,2.2308078
0.83064994,1.5625575,0.39811056,0.042668784,0.019837742,0.009825055,0.031132511,0.94438129,2.1794689
0.86409075,1.7689133,0.41743202,0.032766066,0.019189917,0.0080607829,0.042736768,1.0719574,2.3466231
0.7711726,1.7254309,0.40728295,0.040828299,0.089665585,0.060034869,0.064889948,0.95057801,2.0717
0.8485223,1.6258145,0.41168768,0.039146992,0.012901384,0.0059651936,0.047828122,0.5041566,2.2617002
0.84756025,1.2457281,0.37593185,0.039675674,0.10120427,0.072800369,0.066764391,1.7904185,2.1727976
0.7094708,2.0828483,0.37735131,0.032720092,0.011299587,0.0074543191,0.053403901,0.83028734,1.9316328
0.89024701,1.2269822,0.35760289,0.045063546,0.11354689,0.025626236,0.054345268,1.2803229,2.2260464
0.82277606,1.419751,0.4089121,0.043322403,0.011369768,0.024138867,0.060772239,0.77511757,2.1638938
0.88904075,1.8685269,0.38264115,0.028791232,0.10808208,0.005386,0.051927928,0.92785371,2.3674292
0.8927854,2.0675989,0.33260838,0.026783002,0.075549126,0.0064384959,0.045563566,0.88484196,2.3026435
0.82506852,1.0193125,0.45258322,0.057479558,0.076600417,0.013008373,0.044661957,0.75367641,2.1469722
0.79521137,1.0083185,0.4472466,0.048889295,0.051857209,0.013080182,0.037959204,0.78134515,2.0974396
0.86068346,1.2073594,0.35393842,0.032270599,0.048696292,0.016127189,0.087768847,1.0590939,2.1924168
0.75619344,1.2118402,0.43560298,0.027752105,0.027405468,0.061131807,0.12487093,2.0692642,2.0804694
0.88912207,1.813453,0.33482675,0.045277308,0.029810236,0.0074290747,0.014625093,0.24719978,2.2217791
0.9248979,2.2181632,0.41345828,0.029595554,0.042495618,0.0168084,0.057867662,0.67593759,2.5403719
0.84074155,1.4884544,0.40896321,0.024599538,0.04411483,0.031938873,0.093016192,0.53787498,2.2838502
0.78442325,1.164049,0.26628228,0.028231411,0.040494634,0.019056052,0.02362908,0.60058394,1.8983441
0.87861214,2.153561,0.47454638,0.043956614,0.040314264,0.019679433,0.091932855,1.1998727,2.475872
0.80270283,1.8575866,0.42859508,0.036484667,0.02497101,0.030518062,0.056176684,1.2566023,2.2097084
0.78271578,1.8472053,0.4234492,0.046878396,0.035956509,0.031026632,0.058892723,1.0346377,2.1138361
0.78412685,1.7200486,0.39160842,0.040204089,0.046278036,0.01805724,0.02090072,0.46755747,2.0796586
0.81772823,1.3376545,0.40700728,0.046697704,0.037883235,0.006274191,0.17657985,0.60951242,2.1310818
0.89771355,1.6644989,0.34352778,0.029097943,0.076880489,0.0083627078,0.038297534,0.96936733,2.3014186
0.83069768,1.5353265,0.43968649,0.064468336,0.026321384,0.039105304,0.053620214,0.69724683,2.1639175
0.82485679,1.7681007,0.3746803,0.018684695,0.046923084,0.011843642,0.040078249,1.0177641,2.2297714
0.62640303,1.849457,0.36223445,0.027391253,0.027298076,0.013620531,0.04153239,0.41424402,1.7096653
0.77163567,1.8337453,0.45644289,0.038966664,0.033940457,0.031122064,0.016458835,0.76582374,2.1686334
0.75085763,1.6203409,0.44173423,0.039413159,0.074909179,0.017275289,0.019624678,0.38330502,2.071804
0.70735387,2.0002987,0.32958542,0.041897984,0.071019823,0.05893487,0.029260734,0.78992781,1.820884
0.69328774,1.6232167,0.35462339,0.049506434,0.12849817,0.011453089,0.08501643,0.38677493,1.7820599
0.81961411,1.4617231,0.45632721,0.043351734,0.039044871,0.0073419066,0.018137081,1.0332762,2.2321797
0.83109062,1.665854,0.48443876,0.045883303,0.042000995,0.03203753,0.031170958,0.57672112,2.3156174
0.84294254,1.5449738,0.48086533,0.041000697,0.03917072,0.031748433,0.10386669,0.70471422,2.3471168
0.86706825,1.7168222,0.31379913,0.041968293,0.027015292,0.024671633,0.023163295,0.66357565,2.1428779
0.80729544,1.6642293,0.46935185,0.045552255,0.03035333,0.020977973,0.05020014,0.94356465,2.2339256
0.84950585,1.2878107,0.309891,0.034809003,0.071616156,0.018943056,0.029448294,0.93163549,2.0962251
0.95308242,1.8050446,0.43663419,0.047876985,0.020482862,0.027747308,0.073731884,1.4447068,2.5352662
0.98065308,1.5213964,0.46834529,0.030543347,0.02761989,0.01644322,0.021708295,0.89885236,2.717327
0.91697956,1.3784662,0.43593037,0.038511029,0.04647135,0.0086760552,0.020702928,0.84525758,2.4489539
0.98073393,1.0860553,0.50374328,0.039717832,0.043575626,0.0061467118,0.029937273,1.1295766,2.6865251
0.73324442,1.4552807,0.33164879,0.048300743,0.030832836,0.030208175,0.045680135,0.87692029,1.8362907
0.85118624,1.5578565,0.41701354,0.044880655,0.08455784,0.016388323,0.028814715,0.63739647,2.2495911
0.85002413,1.5707762,0.40144153,0.046971584,0.080555101,0.016693038,0.021990356,0.62709641,2.2159405
0.71990723,1.7345635,0.34804085,0.034677582,0.017311409,0.025126963,0.12165308,0.57468298,1.8804767
0.810154,1.5992964,0.31560166,0.044927318,0.061504666,0.025759642,0.01470348,0.74851968,2.0035523
0.67587379,1.42058,0.34638179,0.035840896,0.028964898,0.054013647,0.012904952,0.72545622,1.75322
1.0287804,1.4561688,0.38701424,0.04546565,0.0330826,0.054352571,0.015348395,0.95652135,2.6088939
0.63414473,1.7399324,0.39630548,0.037039115,0.035655742,0.0089078547,0.075172858,0.70030698,1.7416905
0.68462042,1.8586351,0.44214013,0.034948637,0.078292161,0.0096885682,0.039315193,0.5457681,1.9489037
0.68662886,1.8214686,0.4332252,0.044055515,0.045384025,0.026951858,0.10479736,0.88270773,1.9061263
0.96032085,1.4279513,0.28611762,0.039178662,0.01277243,0.011153053,0.017116772,0.81900965,2.3019504
0.86849628,1.4148527,0.30821842,0.03854187,0.017056595,0.010106202,0.21736116,0.49817546,2.1323291
0.82453225,2.0265001,0.37048715,0.045294102,0.068688346,0.020501765,0.012310829,1.556734,2.1454761
0.78247353,1.3433986,0.32826884,0.03603256,0.020505045,0.02840832,0.24810021,0.25543276,1.9694701
0.89411063,1.4541239,0.44700965,0.037969953,0.019395686,0.03341095,0.034432157,0.56693464,2.4210225
0.76020201,1.6811912,0.39508646,0.03305426,0.021796641,0.054646641,0.032639606,0.65588752,2.0492652
0.90366907,1.4854562,0.40649767,0.032460253,0.044841162,0.011134605,0.031662819,1.1246428,2.4007531
0.74586804,2.0851628,0.41795545,0.0375577,0.038580767,0.010219868,0.016822247,0.64676108,2.0702831
0.89706641,1.1368894,0.3744097,0.041248235,0.027161947,0.056132192,0.09452976,0.86965927,2.2738595
0.9099706,1.3917052,0.39061707,0.037872745,0.055428388,0.033058615,0.034581168,1.4248679,2.3601401
0.88279818,1.430557,0.36968205,0.040035893,0.058649195,0.033014697,0.065373665,1.7735345,2.2570652
0.78209772,1.837297,0.41458457,0.042939289,0.033041223,0.010097035,0.048102863,0.49593378,2.1112324
0.72417339,1.5545458,0.38197643,0.050412651,0.042964332,0.0079361314,0.063338014,0.31272465,1.8822039
0.83104124,1.4526827,0.36277317,0.0376058,0.076456213,0.0055653228,0.047789586,0.95848583,2.1348794
0.82284838,1.2598703,0.41639351,0.044754867,0.0189713,0.0053098911,0.060247965,0.62800287,2.1572281
0.88222272,2.0195673,0.34890658,0.039429831,0.049623567,0.086558425,0.035840971,0.67275527,2.2611097
0.81509228,1.362763,0.4158558,0.045934155,0.022268363,0.022817419,0.11271461,2.1169341,2.1422233
0.89167776,1.768393,0.35049921,0.034819758,0.060491185,0.0099018864,0.023323949,0.47394282,2.2859343
0.91427829,1.4346374,0.37930607,0.036774657,0.017933633,0.0065601403,0.029543091,0.84467245,2.3588043
0.75866145,1.8573694,0.40001665,0.045534589,0.08579601,0.050467461,0.10588035,0.80967749,2.0256779
0.77953679,1.4429728,0.40999467,0.035025491,0.016369389,0.010760786,0.028053277,0.65282117,2.0929248
0.89529153,1.6177276,0.43262851,0.055226092,0.072055593,0.04664369,0.081726561,0.73486657,2.3450464
0.80117022,1.8757694,0.32290195,0.026855513,0.02889815,0.013866713,0.017309003,1.9890425,2.060703
0.89928332,1.1637551,0.47048449,0.035963394,0.079381719,0.018998257,0.025283392,0.26264896,2.4531055
0.83885267,1.5504492,0.39050015,0.031875443,0.022249381,0.015220054,0.15179147,0.5625077,2.2246415
0.86395272,2.0944912,0.31871918,0.040881289,0.078906303,0.043447588,0.024322348,1.1567378,2.1666122
0.91510647,1.5406361,0.388954,0.047347848,0.02800554,0.038841521,0.030175208,1.1062182,2.3451694
0.8620394,1.7948052,0.36002782,0.035010461,0.059695305,0.014366307,0.012788894,1.0457173,2.2342674
0.79885289,1.6408001,0.45775387,0.026590688,0.027781012,0.032297487,0.014399726,0.6412863,2.2702269
0.74504564,1.2510144,0.3524992,0.044419522,0.051659323,0.017615228,0.012078495,0.68348319,1.8882747
0.79160211,1.1645586,0.37672539,0.041290898,0.026725346,0.026591547,0.12021942,0.66474986,2.0319215
0.89666658,1.7961785,0.36356119,0.036823243,0.032290634,0.035776224,0.026206926,0.93022898,2.3151382
0.76070419,1.237654,0.24881784,0.042861469,0.095598444,0.01868646,0.043901203,1.2169419,1.7953012
0.8796591,1.3994782,0.22431425,0.045728496,0.11335783,0.014315019,0.036924187,0.91873208,2.0170617
0.8424195,1.3173597,0.21741181,0.035064456,0.099743029,0.012819555,0.04193961,1.2868024,1.9468435
0.93653043,1.775236,0.25051017,0.02989204,0.040649617,0.017710437,0.022717077,0.82927039,2.2282703
0.90002235,1.5157592,0.30947013,0.050699509,0.021234141,0.032243603,0.035899587,1.3615671,2.1756763
0.86842404,1.9232663,0.24696687,0.035771238,0.043869625,0.030605755,0.017959342,1.5500247,2.0636639
0.86001897,1.6946485,0.35829912,0.029288412,0.1253398,0.025960004,0.031898567,1.0175153,2.2399978
0.75309588,1.2836257,0.35456245,0.063868819,0.11666649,0.0062158524,0.02462033,0.68154767,1.861771
0.85371473,1.1953797,0.38573367,0.025570548,0.017939201,0.0071430298,0.027951148,2.3049926,2.249196
0.73786785,1.9755054,0.40855658,0.035046923,0.043366212,0.020014559,0.038444968,1.0352101,2.0346404
0.85679395,1.3294737,0.42192435,0.053423228,0.062129325,0.011856476,0.11336346,1.0282908,2.2208823
0.89894915,1.4498208,0.38609233,0.034689827,0.028025361,0.029277358,0.033892135,0.78135985,2.3428125
0.87638303,1.3691109,0.30070004,0.030140828,0.072613368,0.032717673,0.025348663,1.051276,2.1604942
0.89541956,1.8022973,0.36206468,0.036885673,0.017737671,0.017767619,0.057038583,0.77588662,2.3097806
0.75728626,1.9757041,0.4314254,0.031905344,0.042933015,0.041754304,0.11402,0.78737141,2.132216
0.71908643,1.7806044,0.41291296,0.033587435,0.044184326,0.014750041,0.057185133,1.2468001,1.9846471
0.86672947,1.3280283,0.39795765,0.034260253,0.027710652,0.030617109,0.016867092,0.58726706,2.2776794
0.86703392,2.0775236,0.38557406,0.026108975,0.052520334,0.01811216,0.092803155,1.8008959,2.3470653
0.80892499,1.2295572,0.39499964,0.047184076,0.018571013,0.022401804,0.01996887,0.49217464,2.0837405
0.8641064,1.4993938,0.39988256,0.037768904,0.092764125,0.021307524,0.023932081,2.0127838,2.2746766
0.87301102,1.9043375,0.37311656,0.03362179,0.012962796,0.021385286,0.14651419,0.79032854,2.2957004
0.85522675,2.0430589,0.36916782,0.030415795,0.012793997,0.034216428,0.08202309,0.78036893,2.2682328
0.76489639,1.2126732,0.37136357,0.039662221,0.023154057,0.036826293,0.022738566,0.76752808,1.9702225
0.86149602,2.2760002,0.47457725,0.039654166,0.06543519,0.014633839,0.05037893,0.5553079,2.4667689
0.75773475,1.3856268,0.34259809,0.045947394,0.0293375,0.032403893,0.080449487,0.73671914,1.9082362
0.86634628,1.4852373,0.37189758,0.040293926,0.061500738,0.014380116,0.025116438,0.64853322,2.2249048
0.82918469,1.2999302,0.38531706,0.026544638,0.035770292,0.01681405,0.028554972,0.70560107,2.1934393
0.85876744,1.8784415,0.35920231,0.039589523,0.049008422,0.028127923,0.11302021,0.85953952,2.2150379
0.82572547,1.321602,0.43547683,0.043594873,0.043387075,0.025982433,0.024256417,0.92501733,2.2014802
0.77431166,1.8090564,0.32551141,0.039839738,0.054361258,0.018289591,0.01961425,0.70164641,1.9618419
0.82935216,1.3391286,0.32304488,0.049538157,0.027937586,0.054590581,0.020517772,1.3559648,2.0318567
0.83962274,1.4718168,0.34358475,0.03854467,0.032372106,0.010071887,0.023401144,0.76421652,2.123545
0.8305923,1.636798,0.43112403,0.046947356,0.062382925,0.014332607,0.076603568,0.78325899,2.2217233
0.82907127,1.2406957,0.3747937,0.036321922,0.019815368,0.015763751,0.067572297,0.79174388,2.1384029
0.73611265,1.3883258,0.41904725,0.044928434,0.034955313,0.031210321,0.036723287,0.53741764,1.9640778
0.85136051,1.3336267,0.47339683,0.042246516,0.066962803,0.026301862,0.02414409,0.83654502,2.3285021
0.8275569,1.3742788,0.34533117,0.035725799,0.029426804,0.016482397,0.013258645,1.0533046,2.1011679
0.85012704,1.8895796,0.54684189,0.051771506,0.069818119,0.016804318,0.014102391,0.42032327,2.4684605
0.73708659,1.7692443,0.44809153,0.03364142,0.064067083,0.023672935,0.018207684,0.53071761,2.0838169
0.74706759,1.6016203,0.39137812,0.038555602,0.10571008,0.020735057,0.032654819,0.80696035,1.9878764
0.70639435,1.4578946,0.4398302,0.035620283,0.055831128,0.017298342,0.07288379,0.51605329,1.9582951
0.75056263,1.3517441,0.41544004,0.034110135,0.029609743,0.014040388,0.062475503,0.99345126,2.0264539
0.81741037,1.7145372,0.3788058,0.038497653,0.035421499,0.014214337,0.050300047,0.81222044,2.1432072
0.80482809,1.5705277,0.42242804,0.033482606,0.047541907,0.037905324,0.061620305,0.92624512,2.1905051
0.67791605,1.5107006,0.40469553,0.029998173,0.026046613,0.0092239411,0.066766324,0.72994058,1.8612957
0.97627057,1.5828979,0.37704594,0.034874961,0.075282679,0.0053097454,0.061867414,1.5119779,2.51949
1.0556895,1.6872358,0.37640325,0.034607165,0.048701889,0.0050667671,0.098178177,1.5650413,2.7149015
0.68947674,1.4401744,0.38652579,0.036857816,0.012616888,0.007115961,0.035830019,0.84975363,1.837306
0.80064708,1.4911115,0.41768308,0.035352861,0.05501285,0.078075132,0.10052252,0.44639081,2.1588032
0.79260372,1.9945405,0.4394252,0.026489693,0.01513323,0.014918319,0.025357222,0.92605004,2.2578599
0.87493851,1.2943218,0.3237544,0.051248788,0.029437953,0.03046435,0.052759497,0.74416514,2.1280701
0.78235815,1.5171362,0.4590272,0.031149737,0.054395321,0.015248572,0.053141442,0.93972287,2.1988229
0.89509035,1.6768906,0.32842364,0.048520585,0.025722927,0.030807601,0.026602663,1.2120986,2.2077294
0.74199413,1.5305598,0.33403671,0.049777811,0.025487456,0.072746158,0.040968428,0.34315704,1.8595852
0.73690595,1.3879148,0.46125386,0.048748577,0.12503672,0.030611924,0.071850775,0.38523973,2.0110749
0.8138336,1.290229,0.45747526,0.042165021,0.048112199,0.032506824,0.016972009,0.53921857,2.2078319
0.80167638,1.3070228,0.38585346,0.029643901,0.032400649,0.019705028,0.1463753,1.0895209,2.1174245
0.89605443,1.2998586,0.2998604,0.025091848,0.044080608,0.018034642,0.061440492,0.82201536,2.2158809
0.79535511,1.1915755,0.30518266,0.03628125,0.028764086,0.025566401,0.095724754,1.157536,1.9581422
0.9556798,1.7631259,0.3517726,0.048190593,0.034794848,0.032564768,0.031737295,1.2164999,2.3890234
0.81418825,1.6851063,0.45538931,0.036423974,0.041979902,0.016942031,0.095434581,0.748496,2.2672278
0.89327231,1.7429928,0.42028792,0.039483183,0.073105755,0.021093093,0.041802555,0.45242688,2.3924925
0.79542829,1.5646633,0.41140883,0.041400067,0.025766216,0.024470065,0.097554614,0.81882964,2.1208997
0.76467457,1.5478248,0.38905471,0.045197619,0.018367724,0.033041077,0.093971862,0.76509662,2.0011419
0.79250976,1.3651384,0.41793584,0.032595772,0.069597247,0.033142049,0.068050495,0.66192229,2.1388091
0.81728202,1.6805154,0.3677988,0.045463428,0.014082016,0.01593565,0.025023595,0.80708369,2.1005565
0.78165997,1.7910104,0.3163305,0.039846048,0.040051775,0.052130096,0.029834083,0.6096687,1.9636501
0.8675371,1.342252,0.45448683,0.042685964,0.02120473,0.0098941905,0.044244952,1.1416243,2.3376093
0.8522624,1.8414865,0.37023459,0.040787262,0.073521216,0.048363385,0.017272339,1.4455044,2.2119307
0.76009527,1.1817218,0.35847643,0.047386115,0.069757193,0.043224421,0.021065239,0.52718682,1.9183359
0.88466583,2.0302451,0.44790246,0.036408043,0.048015258,0.014286982,0.020859312,1.3781712,2.4618602
0.78187332,1.4567046,0.3986444,0.034149662,0.033189493,0.020442181,0.026431691,1.2187157,2.0853651
0.86898958,1.7249514,0.32687061,0.038688499,0.052918142,0.044714626,0.016784478,1.431598,2.1784427
0.79206867,1.8015274,0.4392709,0.047247674,0.054794157,0.039089406,0.069106026,1.7257111,2.1558823
0.77905309,1.7842492,0.41284262,0.03910778,0.039711901,0.014947438,0.075405631,0.85794041,2.1102248
0.71164616,1.6660765,0.44215374,0.039428659,0.039007617,0.015227087,0.074558258,0.65261407,1.9810377
0.99751871,1.5085863,0.31630273,0.046831232,0.032713302,0.01813463,0.048476358,1.2431216,2.4149568
0.84891724,1.9040035,0.33527072,0.039165987,0.10581146,0.031268542,0.063822939,0.70134282,2.1550249
0.84069936,1.9519798,0.30214534,0.039998716,0.048284425,0.028784509,0.074258839,0.4322068,2.0820357
0.79062998,1.059841,0.46383486,0.045393149,0.035282676,0.044059347,0.078915468,1.3010092,2.125558
0.84037267,1.2817773,0.41978397,0.037110178,0.043191519,0.066210341,0.048176823,0.79909557,2.2339973
0.9102086,1.4958894,0.39766174,0.03351757,0.047184878,0.014308753,0.019717569,0.71908945,2.3976732
0.87042339,1.5583399,0.36185525,0.035996986,0.10300556,0.014468215,0.044831677,0.4809115,2.2378957
0.80505978,1.9929365,0.4483882,0.029331192,0.089121026,0.014681305,0.10509447,1.1204699,2.2931909
0.84370725,1.3816328,0.38754753,0.041767769,0.05409151,0.039123957,0.023703932,0.83702663,2.1836875
0.8398755,1.8650367,0.32411052,0.046899662,0.0579116,0.019837002,0.052713971,1.0454608,2.0914035
0.92495184,1.9594993,0.32933892,0.048620698,0.060838651,0.024058691,0.033459376,0.69569186,2.2912571
0.76297369,1.3073798,0.45563277,0.035879822,0.042494107,0.025488638,0.09568232,1.1935465,2.1055372
0.8955863,1.8055838,0.31430297,0.048920142,0.040397581,0.028860355,0.03212201,0.75991494,2.1920756
0.84718639,1.8435616,0.2962082,0.040335064,0.032644142,0.051988223,0.044657062,0.8973643,2.081039
0.96431734,1.3165504,0.45886976,0.035618878,0.024103066,0.0099535308,0.080871482,2.0742512,2.6124317
0.68247361,1.9773013,0.33607885,0.046745623,0.010504529,0.051808665,0.037745458,0.3779726,1.7603696
0.83198299,1.5905707,0.45030858,0.035323836,0.033988874,0.010170438,0.075619759,0.8057036,2.2979088
0.80217179,1.6996216,0.32832496,0.032778031,0.036824859,0.045713419,0.026866209,0.82921302,2.0440345
0.86424371,1.4467473,0.42485651,0.049022637,0.038096837,0.011355228,0.014483555,0.64691046,2.2683221
0.74698848,1.7083474,0.33000467,0.032888646,0.039222851,0.037189825,0.036637543,0.85829329,1.9195979
0.71535688,2.0359971,0.32826619,0.033300885,0.020935804,0.01670901,0.095167928,0.34588763,1.8618717
0.85666781,1.9670966,0.31176638,0.042930409,0.028036655,0.026337243,0.099969314,0.46221731,2.1260172
0.7806078,1.728284,0.38586743,0.039647329,0.025761128,0.017522838,0.030779268,0.91455253,2.06482
0.87919641,1.4425863,0.34801251,0.043370132,0.025130837,0.035589333,0.073485534,0.81147029,2.2045952
0.77115914,1.4949602,0.3581262,0.040343145,0.05967434,0.014082622,0.041827984,0.79026334,1.9827907
0.78854528,1.4051642,0.33165481,0.029495952,0.0826585,0.0068383134,0.067367817,0.83433937,2.0105705
0.9132795,1.9210157,0.41456781,0.054982881,0.01699041,0.072310789,0.041098702,0.6809216,2.3837245
0.90587556,1.4596245,0.38732298,0.034536332,0.059114565,0.0085260432,0.020375393,1.261357,2.3627238
0.90276046,1.4513621,0.38582345,0.03509436,0.042324382,0.0084582838,0.022561708,1.3079015,2.3500056
0.96556369,1.3818936,0.38323499,0.049824906,0.054259397,0.029518147,0.051508941,1.9534362,2.4332281
0.83870413,1.8537584,0.41910282,0.032580763,0.028352313,0.019520547,0.057249743,0.82665643,2.2959572
0.83971607,1.7261473,0.38730106,0.047235335,0.04650942,0.029696079,0.057070541,1.0821576,2.1803364
0.89481188,1.6592349,0.39524716,0.05329718,0.050472479,0.014418443,0.046608448,0.77706379,2.2953267
0.86620577,1.4307665,0.3870458,0.030580702,0.084553022,0.051120452,0.033276624,1.3889354,2.2802889
0.81529984,1.5219982,0.39844485,0.029812164,0.046034433,0.055117756,0.04214058,0.90595809,2.1864351
0.83852693,1.5845584,0.45274163,0.037925617,0.036481868,0.052904135,0.073628206,1.168969,2.3066863
0.83914533,1.7586523,0.40883484,0.050919219,0.059428022,0.0099972291,0.048557819,1.0194226,2.2027107
0.74908224,1.4428776,0.34930749,0.041363478,0.048769453,0.0063812869,0.016200161,0.75974459,1.9131787
0.92803116,1.8166694,0.46386513,0.038934666,0.036833124,0.032470411,0.14333891,1.5486148,2.5659758
0.87607214,1.6385387,0.36028705,0.054509038,0.040458406,0.01640307,0.06372732,2.825306,2.1931311
0.92242179,1.5861929,0.44024139,0.034754388,0.043488614,0.022204927,0.090234615,1.3608676,2.5054229
0.7856226,1.7537595,0.32444594,0.046469824,0.032492773,0.03042996,0.064985448,0.45116363,1.9650782
0.7384311,1.6008497,0.50291141,0.036923757,0.046033194,0.020135931,0.050186769,0.70510148,2.1437253
0.87702786,1.4651286,0.33727819,0.047175269,0.040684256,0.028463462,0.063230883,0.64244067,2.1729778
0.90607441,1.4455846,0.3191566,0.043549643,0.030176351,0.027642821,0.073843932,0.87107647,2.2208886
0.89314534,1.3767631,0.31526581,0.044717209,0.037030981,0.013402881,0.1459322,0.92791459,2.1790342
0.83982669,1.4607863,0.38574623,0.047038285,0.064587049,0.025860793,0.04782028,1.458897,2.1598694
0.82718563,1.6494609,0.3740626,0.040569811,0.051815178,0.027930781,0.1330468,0.7420781,2.1470288
0.7346767,1.3939441,0.41873075,0.051366308,0.13157952,0.019882227,0.094120404,0.63003457,1.9406667
0.83194346,1.3940038,0.30467699,0.043864276,0.13923826,0.021521462,0.020411051,0.81753298,2.0296382
0.93850079,1.7832638,0.46306131,0.040512452,0.010526,0.024653452,0.07026525,0.96338587,2.5794314
0.76641649,1.483166,0.41237922,0.034972113,0.010420169,0.015894721,0.066533377,1.5299277,2.0683739
0.84236933,1.2983921,0.36837869,0.039738053,0.07419859,0.036354335,0.061960922,0.64093558,2.1527361
0.76048278,1.0875739,0.4042006,0.042654193,0.019675017,0.014994599,0.029007661,0.76220824,1.9854182
0.87241083,1.5221497,0.4432895,0.040766155,0.039995775,0.050490081,0.065748669,0.62892486,2.3562534
0.88523154,1.3509512,0.39538939,0.040919879,0.031814508,0.056582592,0.038801112,0.45104519,2.2946863
0.78673875,1.9066951,0.46328432,0.03603074,0.03502924,0.011045062,0.067006149,0.54493026,2.2369824
0.82287574,1.9095164,0.43317308,0.033153801,0.06292878,0.034411795,0.022783303,0.72933599,2.2851919
0.9009209,1.8630519,0.49818467,0.046509214,0.032490455,0.018526248,0.13260383,0.64841478,2.5310227
